Difficulty,Type,Question,Correct Answer,Wrong 1,Wrong 2,Wrong 3
medium,multiple,"In ""Love Live: School Idol Project"" what pseudonym does Kotori Minami use in her job as a maid?",Minalinsky,Stanoytchev,Kuznetsov,Aqours
medium,multiple,"In ""JoJo's Bizarre Adventure"", which of the following Stands does NOT have a time-based ability?",20th Century Boy,Made in Heaven,Star Platinum,The World
medium,multiple,"In ""To Love-Ru"", who is the first to hear of Yami's past from her?",Rito,Mikan,Lala,Haruna
easy,multiple,"Who is the author of the manga series ""Astro Boy""?",Osamu Tezuka,Mitsuteri Yokoyama,Takao Saito,Yoshihiro Tatsumi
hard,multiple,"Akatsuki's subclass in ""Log Horizon"" is what?", Tracker,Assassin,Scribe,Apprentice
easy,boolean,"In Pokémon, Ash's Pikachu refuses to go into a pokeball.",True,False,,
hard,multiple,"In ""Hunter x Hunter"", what are members in Killua's family known for being?",Assassins,Bandits,Hunters,Ninjas
easy,multiple,What color is Ryūko Matoi's half of the Scissor Blade in the anime Kill la KIll?,Red,Green,Blue,Purple
easy,multiple,What is the name of JoJo's Bizarre Adventure Part 5?,Vento Aureo,Vento Oreo,Vanto Aureo,Vento Eureo
medium,boolean,"In ""JoJo's Bizarre Adventure"", Father Enrico Pucchi uses a total of 3 stands in Part 6: Stone Ocean.",True,False,,
easy,multiple,"In the anime ""My Hero Academia"", which character is shown with the ability to manipulate gravity?",Uraraka,Bakugo,Deku,Asui 
easy,boolean,"In the ""Melancholy of Haruhi Suzumiya"" series, the narrator goes by the nickname Kyon.",True,False,,
hard,multiple,"Who was the Director of the 1988 Anime film ""Grave of the Fireflies""?",Isao Takahata,Hayao Miyazaki,Satoshi Kon,Sunao Katabuchi
medium,multiple,"What was the reason for the banning of episode 35 of the ""Pokémon Original Series"" Anime?",Gun Usage,Flashing Images,Jynx,Strong Violence
medium,multiple,"Krusty is the guild master of which guild in ""Log Horizon""?",D. D. D,Silver Sword,West Wind Brigade,Oceanic Systems (Marine Agency)
medium,estimate,"What year did ""Bishoujo Senshi Sailor Moon"" air in Japan?",1992,1989,1990,1994
medium,multiple,"Who wrote and directed the animated movie ""Spirited Away"" (2001)?",Hayao Miyazaki,Isao Takahata,Mamoru Hosoda,Hidetaka Miyazaki
hard,multiple,"Which animation studio produced ""Sword Art Online""?",A-1 Pictures,Production I.G,Silver Link,Kyoto Animation
easy,multiple,"Who is the armored titan in ""Attack On Titan""?",Reiner Braun,Armin Arlelt,Mikasa Ackermann,Eren Jaeger
medium,multiple,"In ""One Piece"", which one of the following is NOT an Ancient Weapon?",Jupiter,Uranus,Poseidon,Pluton
hard,multiple,"In ""One Piece"", who confirms the existence of the legendary treasure, One Piece?","Edward ""Whitebeard"" Newgate",Former Marine Fleet Admiral Sengoku,Pirate King Gol D Roger,Silvers Rayleigh
easy,boolean,Gosho Aoyama Made This Series: (Detective Conan / Case Closed!),True,False,,
medium,boolean,"In Full Metal Panic!, Whispered are those who are capable of creating Black Technology.",True,False,,
medium,multiple,"The character Momonga from the ""Overlord"" series orders his servants to call him by what name?",Ainz Ooal Gown,Master,Yggdrasil,Kugane Maruyama
medium,multiple,"In the ""Sailor Moon"" series, what is Sailor Jupiter's civilian name?",Makoto Kino,Minako Aino,Usagi Tsukino,Rei Hino
easy,multiple,"In Digimon, what is the Japanese name for the final evolutionary stage?",Ultimate,Mega,Adult,Champion
hard,multiple,"Medaka Kurokami from ""Medaka Box"" has what abnormality?",The End,Perfection,Sandbox,Fairness
hard,multiple,"In ""One Piece"", what does ""the Pirate King"" mean to the captain of the Straw Hat Pirates?",Freedom,Promise,Adventure,Friendship
easy,multiple,"The characters of ""Log Horizon"" are trapped in what game?",Elder Tale,Sword Art Online,Tower Unite,Yggdrasil
hard,multiple,"In the anime Initial D, how does Takumi Fujiwara describe a drift?",'. . . the front tires slide so the car won't face the inside',"'. . . the wheels lose traction, making the car slide sideways'","'. . . the car oversteers through a curve, causing it to turn faster'",'. . . you turn a lot'
medium,multiple,"Aoi Miyamori is the production manager of what anime in ""Shirobako""?",The Third Aerial Girls Squad,Exodus!,Andes Chucky,Angel Beats!
hard,multiple,Who was the Author of the manga Uzumaki?,Junji Ito,	Noboru Takahashi,Akira Toriyama,Masashi Kishimoto
easy,multiple,What is the name of the corgi in Cowboy Bebop?,Einstein,Edward,Rocket,Joel
medium,multiple,"Which animation studio animated the 2016 anime ""Mob Psycho 100""?",Bones,A-1 Pictures,Shaft,Madhouse
hard,estimate,"The ""To Love-Ru"" Manga was started in what year?",2006,2007,2004,2005
easy,multiple,"In the anime Black Butler, who is betrothed to be married to Ciel Phantomhive?",Elizabeth Midford,Rachel Phantomhive,Alexis Leon Midford,Angelina Dalles
hard,estimate,"What year was ""JoJo's Bizarre Adventure: Phantom Blood"" first released?",1987,2013,1983,1995
hard,multiple,Who is One Punch Man voiced by in the Japanese version.,Makoto Furukawa,Zach Aguilar,Kaito Ishikawa,Max Mittelman 
medium,multiple,Which character in Touhou is able to control dolls?,Alice Margatroid,Marisa Kirisame,Clownpiece,Flandre Scarlet
easy,multiple,"What caused the titular mascot of Yo-Kai Watch, Jibanyan, to become a yokai?",Being run over by a truck,Ate one too many chocobars,Through a magical ritual,When he put on the harmaki
medium,multiple,The main protagonist of the fourth part of JoJo's Bizarre Adventure is which of the following?,Josuke Higashikata,Yoshikage kira,Koichi Hirose,Joey JoJo
medium,estimate,When was the first episode of Soul Eater released?,2008,2003,2005,2011
hard,multiple,"In the superhero anime, ""One Punch Man"", what is the main protagonist's Hero name?",Caped Baldy,Strong Fist,Mad Boxer,Justice Puncher
hard,multiple,"In the ""Dragon Ball"" franchise, what is the name of Goku's brother?",Raditz,Gohan,Vegeta,Bardock
easy,multiple,In the anime Seven Deadly Sins what is the name of one of the sins?,Diane,Sakura,Ayano,Sheska
easy,multiple,"What is the theme song of ""Neon Genesis Evangelion""?",A Cruel Angel's Thesis,Stardust Crusaders,Requiem for a Dream,God Knows
medium,estimate,What year did the popular Vocaloid: Hatsune Miku come out?,2007,2000,2008,2010
easy,multiple,"In the 9th Pokemon movie, who is the Prince of the Sea?",Manaphy,Ash,May,Phantom
hard,multiple,Who is the horror manga artist who made Uzumaki?,Junji Ito,Kazuo Umezu,Shintaro Kago,Sui Ishida
easy,multiple,What was Ash Ketchum's second Pokemon?,Caterpie,Charmander,Pikachu,Pidgey
hard,boolean,"Throughout the entirety of ""Dragon Ball Z"", Goku only kills two characters: a miniboss named Yakon and Kid Buu.",True,False,,
medium,multiple,What was studio Trigger's first original long-form animated series for television?,Kill la Kill,Kiznaiver,Inferno Cop,Gurren Lagann
medium,multiple,"In ""Toriko"", which of the following foods is knowingly compatible with Toriko?",Poison Potato,Mors Oil,Alpacookie,Parmesansho Fruit
medium,multiple,Which studio made Cowboy Bebop?,Sunrise,Bones,Madhouse,Pierriot
medium,multiple,"In ""Toriko"", which of the following Heavenly Kings has an enhanced sense of Hearing?",Zebra,Coco,Sunny,Toriko
medium,multiple,In the anime Assassination Classroom what is the class that Korosensei teaches?,Class 3-E,Class 3-A,Class 3-B,Class 3-D
hard,multiple,Which studio animated Afro Samurai?,Gonzo,Kyoto Animation,xebec,Production I.G
medium,multiple,"In ""Little Witch Academia"", what is Shiny Chariot's alias at Luna Nova Academy?",Ursula Callistis,Croix Meridies,Miranda Holbrook,Anne Finnelan
easy,multiple,"In ""One Piece,"" what color is Tony Tony Chopper's nose?",Blue,Black,Grey,Red
medium,multiple,Which of the following manga have the most tankouban volumes?,Golgo 13,JoJo's Bizarre Adventure,Detective Conan,One Piece
medium,multiple,Which JoJo's Bizarre Adventure character possesses the Stand named Silver Chariot?,Jean Pierre Polnareff,Noriaki Kakyoin,Hol Horse,Hermes Costello
hard,boolean,"In the ""To Love-Ru"" series, Peke is considered a female robot.",True,False,,
easy,multiple,In the anime Noragami who is one of the main protagonists?,Yukine,Karuha,Mineha,Mayu
medium,multiple,"The character Plum from ""No Game No Life"" is of what race?",Dhampir,Flügel,Imanity,Seiren
medium,boolean,"The animated film ""Spirited Away"" won the Academy Award for Best Animated Feature at the 75th Academy Awards in 2003.",True,False,,
medium,multiple,"The heroine of ""Humanity Has Declined"" is a mediator between humans and what?",Fairies,Elves,The Earth,Animals
easy,multiple,"In the 2012 animated film ""Wolf Children"", what are the names of the wolf children?",Ame & Yuki,Hana & Yuki,Ame & Hana,Chuck & Anna
medium,multiple,"In the anime, ""Super Sonico"", what is Super Sonico's favorite food?",Macroons,Ice Cream,Pizza,Chips
easy,multiple,"Who is the main heroine of the anime, Full Metal Panic!",Kaname Chidori,Teletha Testarossa,Melissa Mao,Kyoko Tokiwa
easy,boolean,"In Chobits, Hideki found Chii in his apartment.",False,True,,
hard,multiple,"In ""Hunter x Hunter"", which of the following is NOT a type of Nen aura?",Restoration,Emission,Transmutation,Specialization
medium,multiple,"Ikki Kurogane is known by what nickname at the beginning of ""Chivalry of a Failed Knight""?",Worst One,Another One,Blazer,Princess
medium,multiple,"In Pokémon Chronicles, why was Misty afraid of Gyarados?",She crawled into it's mouth as a baby.,She found it scary.,She was badly injured from it.,It is part Bug.
medium,multiple,"What is the name of the infamous pachinko machine from ""Kaiji""?",The Bog,The Devil,The Undefeated,The Dragon
medium,estimate,"What year did the anime ""Himouto! Umaru-chan"" air?",2015,2014,2012,2013
medium,multiple,"In the series JoJo's Bizarre Adventure, which main character makes the greatest number of recurring appearances?",Jotaro Kujo,Giorno Giovanna,Joseph Joestar,Josuke Higashikata
hard,multiple,Which of these names are not a character of JoJo's Bizarre Adventure?,JoJo Kikasu,Jean-Pierre Polnareff,George Joestar,Risotto Nero
easy,estimate,What is the age of Ash Ketchum in Pokemon when he starts his journey?,10,11,12,9
easy,multiple,"What is the name of Funny Valentine's stand in Jojo's Bizarre Adventure Part 7, Steel Ball Run?",Dirty Deeds Done Dirt Cheap,Filthy Acts Done For A Reasonable Price,Civil War,God Bless The USA
easy,boolean,"The anime ""Lucky Star"" follows the story of one girl who is unaware she is God.",False,True,,
easy,multiple,"Who is the colossal titan in ""Attack On Titan""?",Bertolt Hoover,Reiner,Eren,Sasha
medium,multiple,"Which Japanese music group was formed to produce theme music for the anime ""Guilty Crown""?",Egoist,Goose house,Babymetal,Garnidelia
hard,multiple,"What is the last line muttered in the anime film ""The End of Evangelion""?","""How disgusting.""","""Idiot, I won't let you kill me!""","""Nothing.""","""Goddammit, Shinji."""
medium,multiple,"Who voices ""Shou Suzuki"" in the English dub of ""Mob Psycho 100""?",Casey Mongillo,Ben Diskin,Chris Niosi,David Naughton
easy,multiple,Which Pokémon and it's evolutions were banned from appearing in a main role after the Episode 38 Incident?,The Porygon Line,The Pikachu Line,The Elekid Line,The Magby Line
medium,multiple,"In the anime, ""Fullmetal Alchemist"", who is known as the 'Flame Alchemist'?",Roy Mustang,Edward Elric,Maes Hughes,Lin Yao
easy,multiple,"In ""Inuyasha"", what are the heros are looking to collect?",Jewel Shards,Dragon Balls,Rave Stones,Sacred Stones
medium,multiple,"In ""Shakugan no Shana"" what was the Shana usually referred as?",Flame-Haired Burning-Eyed Hunter,Flame Haze,Flame-Haired Burning-Eyed Haze,Shana
easy,boolean,"Studio Ghibli is a Japanese animation studio responsible for the films ""Wolf Children"" and ""The Boy and the Beast"".",False,True,,
medium,multiple,"In ""Black Lagoon"", what colour is Rock's tie?",Teal,Crimson,Dark Brown,Black
easy,boolean,"In Kill La Kill, the weapon of the main protagonist is a katana. ",False,True,,
medium,multiple,Which anime did Seiji Kishi NOT direct?,Another,Humanity Has Declined,Assassination Classroom,Danganronpa: The Animation
hard,multiple,"In the anime, ""Hunter X Hunter"", what is the main protagonist's name?",Gon,Gin,Gan,Gen
easy,multiple,"In ""Future Diary"", what is the name of Yuno Gasai's Phone Diary?",Yukiteru Diary,Murder Diary,Escape Diary ,Justice Diary 
medium,multiple,"In Haikyuu!!, who is not a member of Karasuno VBC?",Shigeru Yahaba,Tadashi Yamaguchi,Hisashi Kinoshita,Kazuhito Narita
medium,multiple,"In the ""Toaru Majutsu no Index"" anime, Touma Kamijou is a level 0 esper that has the ability to do what?",Dispell any esper or magical powers,Teleport,Make telepathic communications,Create electricity from his own body
hard,multiple,"Which one of these characters is from ""Legendz : Tale of the Dragon Kings""?",Shiron,Jack,Axia,Drum
medium,multiple,"In JoJo's Bizarre Adventure, who says ""Yare yare daze""?",Jotaro Kujo,Joseph Joestar,Jolyne Cujoh,Koichi Hirose
medium,multiple,"Which of these is not a world in the anime ""Buddyfight""?",Ancient Dragon World,Dragon World,Star Dragon World,Darkness Dragon World
easy,multiple,Which of the following originated as a manga?,Akira,Cowboy Bebop,High School DxD,Gurren Lagann
medium,multiple,Which studio animated Soul Eater?,Bones,Kyoto Animation,xebec,Production I.G
easy,estimate,"In ""A Certain Scientific Railgun"", how many ""sisters"" did Accelerator have to kill to achieve the rumored level 6?","20,000",128,"10,000","5,000"
easy,multiple,"In ""To Love-Ru"", Ren and Run are from what planet?",Memorze,Deviluke,Mistletoe,Okiwana
hard,boolean,Kiznaiver is an adaptation of a manga.,False,True,,
easy,multiple,"In ""Fairy Tail"", what is the nickname of Natsu Dragneel?",The Salamander,The Dragon Slayer,The Dragon,The Demon
hard,boolean,"Druid is a mage class in ""Log Horizon"".",False,True,,
hard,multiple,"Which animation studio animated ""To Love-Ru""?",Xebec,Trigger,Sunrise,Kyoto Animation
medium,estimate,"What year does Part 7 of ""JoJo's Bizarre Adventure"" take place in?",1890,1888,1999,2003
easy,multiple,Which part from the JoJo's Bizarre Adventure manga is about a horse race across America?,Part 7: Steel Ball Run,Part 6: Stone Ocean,Part 3: Stardust Crusaders,Part 5: Golden Wind
easy,multiple,Kirito and Asuna are main characters from which anime?,Sword Art Online,One Piece,Death Note,Fairy Tail
medium,estimate,"In the ""To Love-Ru"" series, how many Trans-weapons were created?",3,1,2,4
hard,multiple,"Which song was the callsign for Stefan Verdemann's KWFM radio station in Urasawa Naoki's ""Monster""?",Over the Rainbow,What a Wonderful World,When You Wish Upon A Star,Singing In The Rain
medium,multiple,"What song plays in the ending credits of the anime ""Ergo Proxy""?",Paranoid Android,Sadistic Summer,Bittersweet Symphony,Mad World
medium,multiple,"What is the name of the main character of the anime ""One-Punch Man""?",Saitama,Genos,Sonic,King
easy,multiple,"In ""The Melancholy of Haruhi Suzumiya"" series, the SOS Brigade club leader is unknowingly treated as a(n) __ by her peers.",God,Alien,Time Traveler,Esper
easy,multiple,"What anime studio was in charge of the hit anime ""Made in Abyss""?",Kinema Citrus,Trigger,Studio 3hz,8bit
easy,multiple,"On what medium was ""Clannad"" first created?",Visual novel,Anime,Manga,Light novel
hard,estimate,"In what year did the manga ""Ping Pong"" begin serialization?",1996,2014,2010,2003
medium,multiple,"In the anime ""Gintama"" which accessory/article of clothing is the character Shinpachi commonly referred to as?",Glasses,Nose Ring,T-Shirt,Underwear
easy,boolean,"In the 1988 film ""Akira"", Tetsuo ends up destroying Tokyo.",True,False,,
easy,multiple,What is the last name of Edward and Alphonse in the Fullmetal Alchemist series.,Elric,Ellis,Eliek,Elwood
hard,boolean,"In the ""Kagerou Daze"" series, Shintaro Kisaragi is prominently shown with the color red.",True,False,,
hard,multiple,"In ""Jewelpet Sunshine"", what is the song that plays when Kanon and her friends bust out of prison?",I Don't Want to Miss a Thing,Eye Of The Tiger,Born to be Wild,Ruby Ring
easy,multiple,"What's the English Dub Name of ""Smile Precure""?",Glitter Force,Sparkle Girls,Fairy Tale Patrol,Power Princesses
hard,multiple,"Which animation studio produced the anime adaptation of ""xxxHolic""?",Production I.G,Sunrise,Xebec,Kyoto Animation
medium,multiple,"In ""JoJo's Bizarre Adventure: Stardust Crusaders"", what is the last name of the protagonist Jotaro?",Kujo,Cujoh,Joestar,Higashikata
medium,multiple,"In ""Highschool DxD"", Koneko Toujou is from what race?",Nekomata,Kitsune,Human,Kappa
easy,multiple,"What animation studio produced ""Gurren Lagann""?",Gainax,Kyoto Animation,Pierrot,A-1 Pictures
medium,multiple,"What is the name of the final villain in the manga series ""Bleach""?",Yhwach,Juha Bach,Yuhabah,Juhabach
hard,multiple,"Which animation studio animated ""Hidamari Sketch""?",Shaft,Trigger,Kyoto Animation,Production I.G
medium,multiple,"What is the name of the protagonist of the 2017 anime ""Land of the Lustrous""?",Phosphophyllite,Watermelon Tourmaline,Cinnabar,Padparadscha
hard,multiple,"What is the name of the school in the anime and manga ""Gosick""?",St. Marguerite,St. Augustine,St. Mary,St. Bernadette
hard,multiple,"In the Naruto manga, what is the last name of Tsunade?",Senju,Haruno,Uzumaki,Yamanaka
medium,estimate,"In the anime ""Mr. Osomatsu"", how many brothers does Osomatsu-san have?",5,6,7,4
medium,multiple,My Hero Academia's main character Midoriya goes by what superhero name?,Deku,All Might,Saitama,Kona
medium,estimate,"What year did ""Attack on Titan"" Season 2 begin airing?",2017,2018,2019,2020
medium,multiple,Who was the first Legendary Pokemon to be defeated by Ash Ketchum in the Pokémon anime?,Articuno,Darkrai,Latios,Regice
medium,multiple,"Which band name isn't a Stand in ""JoJo's Bizarre Adventure""?",AC/DC,Green Day,Survivor,Red Hot Chili Peppers
hard,multiple,"Which animation studio produced ""Log Horizon""?",Satelite,Sunrise,Xebec,Production I.G
medium,multiple,What sport is being played in the Anime Eyeshield 21?,American Football,Baseball,Football,Basketball
easy,boolean,"The name of the attack ""Kamehameha"" in Dragon Ball Z was named after a famous king of Hawaii.",True,False,,
easy,multiple,Who is the true moon princess in Sailor Moon?,Sailor Moon,Sailor Venus,Sailor Mars,Sailor Jupiter
easy,boolean,No Game No Life first aired in 2014.,True,False,,
hard,multiple,"Which animation studio animated ""Psycho Pass""?",Production I.G,Kyoto Animation,Shaft,Trigger
hard,multiple,"Which of these anime have over 7,500 episodes?",Sazae-san,Naruto,One Piece,Chibi Maruko-chan
hard,multiple,"In ""Highschool of the Dead"", where did Komuro and Saeko establish to meet after the bus explosion?",Eastern Police Station,The Center Mall,Komuro's House,On The Main Bridge
easy,multiple,"In 2013, virtual pop-star Hatsune Miku had a sponsorship with which pizza chain?",Domino's,Papa John's,Pizza Hut,Sabarro's
medium,multiple,The main antagonist of the second part of JoJo's Bizarre Adventure is which of the following?,Kars,Erina Joestar,Santana,Wired Beck
medium,multiple,"In ""Highschool DxD"", what is the name of the item some humans are born with?",Sacred Gear,Imperial Arm,Hallowed Relic,Blessed Artifact
medium,multiple,What studio animated Ouran High School Host Club?,Bones,Production I.G,Kyoto Animation,xebec
hard,boolean,"The character Plum from ""No Game No Life"" is a girl.",False,True,,
easy,multiple,"In Ms. Kobayashi's Dragon Maid, who is Kobayashi's maid?",Tohru,Lucoa,Kanna,Elma
medium,multiple,The main protagonist of the fifth part of JoJo's Bizarre Adventure is which of the following?,Giorno Giovanna,Guido Mista,Jonathan Joestar,Joey JoJo
medium,boolean,"The anime Attack on Titan was directed by Tetsurō Araki, the same person who directed the anime Highschool of the Dead.",True,False,,
hard,multiple,"Which person from ""JoJo's Bizarre Adventure"" does NOT house a reference to a band, artist, or song earlier than 1980?",Giorno Giovanna,Josuke Higashikata,Jolyne Cujoh,Johnny Joestar
medium,multiple,"In the ADV (English) Dub of the anime ""Ghost Stories"", which character is portrayed as a Pentacostal Christian?",Momoko Koigakubo,Hajime Aoyama,Satsuki Miyanoshita,Mio Itai
medium,multiple,What studio animated Fullmetal Alchemist?,Bones,Trigger,Pierrot,xebec
hard,multiple,"In which manga did the ""404 Girl"" from 4chan originate from?",Yotsuba&!,Azumanga Daioh,Lucky Star,Clover
easy,estimate,"What year did ""Attack on Titan"" first air?",2013,2014,2012,2015
hard,boolean,"The protagonist in ""Humanity Has Declined"" has no discernable name and is simply referred to as 'I' for most of the series.",True,False,,
medium,multiple,"In Dragon Ball Z, who was the first character to go Super Saiyan 2?",Gohan,Goku,Vegeta,Trunks
easy,multiple,"Satella in ""Re:Zero"" is the witch of what?",Envy,Pride,Sloth,Wrath
easy,boolean,Clefairy was intended to be Ash's starting Pokémon in the pilot episode of the cartoon.,True,False,,
