Difficulty,Type,Question,Correct Answer,Wrong 1,Wrong 2,Wrong 3
easy,multiple,King Henry VIII was the second monarch of which European royal house?,Tudor,York,Stuart,Lancaster
hard,multiple,On which day did ARPANET suffer a 4 hour long network crash?,"October 27, 1980","November 21, 1969","October 29, 1969","December 9, 1991"
medium,multiple,Which of the following Presidents of the United States was assassinated?,William McKinley,Lyndon Johnson,Chester Arthur,Franklin Roosevelt
medium,multiple,"In 1845, a series of wars named after which indigenous people began in New Zealand?",Māori,Papuans,Aborigines,Polynesians
medium,multiple,What was Genghis Khan's real name?,Temüjin,Möngke,Ögedei,Temür
medium,estimate,What year is considered to be the year that the British Empire ended?,1997,1986,1981,1971
medium,estimate,How many years did the Hundred Years' War last?,116,100,90,101
medium,multiple,Hong Kong was a part of which country's territory before Britain regained it in 1945?,Japan,China,Phillipines,French Indonesia
easy,estimate,How many manned moon landings have there been?,6,1,3,7
easy,boolean,"The United States of America declared their independence from the British Empire on July 4th, 1776.",True,False,,
easy,boolean,"United States President John F. Kennedy was assassinated during his presidential motorcade in Atlanta, Georgia on November 22nd, 1963.",False,True,,
easy,estimate,How old was Adolf Hitler when he died?,56,43,65,47
hard,estimate,What year was Canada founded in?,1867,1798,1859,1668
hard,multiple,What did Albert Einstein win the Nobel Prize for in 1921?,Photoelectric Effect,Relativity,Wave-Particle Duality,Zero-Point Energy
hard,multiple,Who was the last emperor of Mexico?,Ferdinand Maximilian,Andrés Manuel López Obrador,Napoleon III,Agustín de Iturbide
medium,multiple,On what day did Germany invade Poland?,"September 1, 1939","December 7, 1941","June 22, 1941","July 7, 1937"
hard,multiple,Bohdan Khmelnytsky was which of the following?,Leader of the Ukrainian Cossacks,General Secretary of the Communist Party of the USSR,Prince of Wallachia,Grand Prince of Novgorod
medium,boolean,Assyrian king Sennacherib's destruction of Babylon in 689 BCE was viewed as a triumph by other Assyrian citizens.,False,True,,
hard,multiple,"With which Greek philosopher would you associate the phrase, ""I know that I know nothing""?",Socrates,Aristotle,Plato,Pythagoras
medium,multiple,"Which country attacked the USS Liberty on June 8, 1967?",Israel,Syria,Saudi Arabia,Iran
medium,multiple,What was the name of the planned invasion of Japan towards the end of World War II?,Operation Downfall,Operation Boarding Party,Operation Ironclad,Operation Aflame
medium,multiple,"The Fallingwater House, located in Pennsylvania, was designed by which architect?",Frank Lloyd Wright,Antoni Gaudi,Frank Gehry,Le Corbusier
hard,multiple,What is the name of the Boeing B-29 that dropped the 'Little Boy' atomic bomb on Hiroshima?,Enola Gay,Necessary Evil,The Great Artiste,Full House
hard,estimate,What age was King Henry V when he died?,35,62,87,73
easy,multiple,What was William Frederick Cody better known as?,Buffalo Bill,Billy the Kid,Wild Bill Hickok,Pawnee Bill
easy,estimate,In which year did the Invasion of Kuwait by Iraq occur?,1990,1992,1988,1986
medium,estimate,What year did the Vietnam War end?,1975,1978,1967,1969
hard,estimate,How many women joined the United States Armed Services during World War II?,"350,000","225,000","100,000","500,000"
medium,multiple,"What happened on June 6, 1944?",D-Day,Atomic bombings of Hiroshima and Nagasaki,Attack on Pearl Harbor,The Liberation of Paris
hard,multiple,"In the Seven Wonders of the World, which wonder is the only that has survived to this day?",Great Pyramid of Giza,Colossus of Rhodes,Lighthouse of Alexandria,Statue of Zeus at Olympia
easy,multiple,"Where did first known lesbian rights organization in the United States, Daughters of Bilitis, start?",San Francisco,New York,Chicago,Los Angeles
easy,estimate,What year did the Titanic sink?,1912,1930,1917,1941
easy,multiple,Who was the Confederate general in the American Civil War?,Robert E. Lee,George A. Custer,Ulysses S. Grant,George B. McClellan
medium,multiple,"What is the name of the ship which was only a few miles away from the RMS Titanic when it struck an iceberg on April 14, 1912?",Californian,Carpathia,Cristol,Commerce
medium,multiple,Which of these founding fathers of the United States of America later became president?,James Monroe,Alexander Hamilton,Samuel Adams,Roger Sherman
medium,multiple,What disease crippled President Franklin D. Roosevelt and led him to help the nation find a cure? ,Polio,Cancer,Meningitis,HIV
medium,multiple,What was the name of the first permanent English settlement in America?,Jamestown,New York,St. John's,Plymouth
easy,multiple,Who led the Communist Revolution of Russia?,Vladimir Lenin,Joseph Stalin,Vladimir Putin,Mikhail Gorbachev
hard,multiple,The term Luddite originally applied to disgruntled workers in which industry?,Textile,Farming,Mining,Ceramics
medium,estimate,"When did O, Canada officially become the national anthem?",1980,1950,1920,1880
medium,multiple,"Who led France during the ""Reign of Terror"" ?",Maximilien Robespierre,Napoleon Bonaparte,Jean-Paul Marat,Louis XVI
medium,multiple,What was the name of the national hero of the Philippines who inspired and lead the Philippine Revolution against colonial Spain?,José Rizal,Simón Bolívar,Benito Juárez,José de San Martín
medium,multiple,The fraudelent doctor John R. Brinkley acummulated great fame and wealth in the early 1900s offering what service?,Goat testicles transplant,Pig blood transfusion,Cow liver transplant,Turkey breast implants
medium,multiple,Who was the leader of the Communist Party of Yugoslavia ?,Josip Broz Tito,Karadjordje Petrovic,Milos Obilic,Aleskandar Petrovic
hard,multiple,What was found in 1946 by two young shepards near a cave?,Dead Sea Scrolls,The Blackbeard Chest,Sheep,The First Oaxaca Cave Sleeper
hard,multiple,"From 1940 to 1942, what was the capital-in-exile of Free France ?",Brazzaville,Algiers,Paris,Tunis
hard,multiple,"The coat of arms of the King of Spain contains the arms from the monarchs of Castille, Leon, Aragon and which other former Iberian kingdom?",Navarre,Galicia,Granada,Catalonia
easy,boolean,The United States was a member of the League of Nations.,False,True,,
medium,multiple,Which Las Vegas casino was originally constructed and operated by mobster Bugsy Siegel?,The Flamingo,The MGM Grand,The Sands,The Sahara
medium,boolean,The Hundred Years' War was fought for more than a hundred years.,True,False,,
medium,estimate,"What year did Skoal, a smokeless Tobacco company, release their first line of Pouches, known as ""Skoal Bandits""?",1983,1934,1984,1822
hard,multiple,What was Napoleon Bonaparte's name before he changed it?,Napoleone di Buonaparte,Naapolion van Bonijpaart,Napoleão do Boaparte,Napoleona de Buenoparte
medium,multiple,What year were the Marian Reforms instituted in the Roman Republic?,107 BCE,42 BCE,264 BCE,102 CE
hard,multiple,When did the French Revolution begin?,May 05 1789,April 12 1789,April 05 1789,May 06 1799
hard,boolean,"The Battle of Trafalgar took place on October 23rd, 1805",False,True,,
hard,multiple,Which English king was married to Eleanor of Aquitaine?,Henry II,Richard I,Henry I,Henry V
medium,multiple,What were the first states to break away from Yugoslavia?,"Slovenia, Croatia","Macedonia, Montenegro","Slovenia, Macedonia","Montenegro, Slovenia"
medium,multiple,How did the Vikings call their short-lived colony in today's Canada?,Vínland,Føroyar,Hålogaland,Skåne
easy,estimate,What year did World War I begin?,1914,1905,1919,1925
medium,boolean,Canada was ceded to Britain under the terms of the 1763 Treaty of Paris.,True,False,,
medium,multiple,Who was the first mammal successfully launched into Earth's orbit?,"Laika, the dog","Ham, the chimpanzee","Baker, the monkey","Belka, the dog"
easy,multiple,Which South American country fought Great Britain over the Falkland Islands in 1982?,Argentina,Brazil,Chile,Venezuela
medium,multiple,All of the following are names of the Seven Warring States EXCEPT:,Zhai (翟),Zhao (趙),Qin (秦),Qi (齊)
medium,boolean,The Korean War ended in 1953 without any ceasefire.,False,True,,
medium,multiple,"The Tsar Bomba, the most powerful nuclear bomb ever tested, had a yield of 50 megatons but theoretically had a maximum yield of how much?",100 Megatons,200 Megatons,75 Megatons,150 Megatons
hard,multiple,What micro-state is considered to have the oldest constitution still in effect?,San Marino,Andorra,Monaco,Saint Kitts and Nevis
hard,boolean,Joseph Stalin's real name was Ioseb Bessarionis dze Dzugashvili.,True,False,,
hard,multiple,"After the 1516 Battle of Marj Dabiq, the Ottoman Empire took control of Jerusalem from which sultanate?",Mamluk,Ayyubid,Ummayyad,Seljuq
medium,estimate,"When did L. L. Zamenhof first publish ""Unua Libro"", the first publication describing his international language Esperanto?",1887,1897,1905,1915
medium,multiple,The gunpowder plot was a well-known failed assassination attempt against which of England's then reigning monarchs?,James I,Elizabeth I,Charles II,Charles I
hard,multiple,Which King of England was faced with the Peasants' Revolt in 1381?,Richard II,Edward III,Edward II,Henry IV
medium,multiple,Joseph Smith was the founder of what religion?,Mormonism,Buddhism,Christianity,Hinduism
medium,multiple,The creator of the Enigma Cypher and Machine was of what nationality?,German,American,British,Polish
easy,multiple,Which of the following ancient peoples was NOT classified as Hellenic (Greek)?,Illyrians,Dorians,Achaeans,Ionians
medium,multiple,Which WWII tank ace is credited with having destroyed the most tanks?,Kurt Knispel,Michael Wittmann,Walter Kniep,Otto Carius
medium,multiple,"In 1961, an American B-52 aircraft crashed and nearly detonated two 4mt nuclear bombs over which US city?","Goldsboro, North Carolina","Hicksville, New York","Jacksonville, Florida","Conway, Arkansas"
medium,multiple,Which of the following battles is often considered as marking the beginning of the fall of the Western Roman Empire?,Battle of Adrianople,Battle of Thessalonica,Battle of Pollentia,Battle of Constantinople
easy,multiple,"According to legend, the ancient Greeks constructed a huge wooden model of which animal to gain entrance to Troy?",Horse,Goat,Elephant,Wolf
medium,multiple,"John Moses Browning, the designer of the M1918 BAR (Browning Automatic Rifle) was a part of which religion?",Mormon,Catholic,Jewish,Atheist
hard,multiple,What was the original name of New York City?,New Amsterdam,New London,New Paris,New Rome
hard,multiple,What did the first vending machines in the early 1880's dispense?,Post cards,Alcohol,Cigarettes,Sodas 
medium,boolean,Augustus was the cousin of Julius Caesar. ,False,True,,
easy,multiple,Which German field marshal was known as the `Desert Fox`?,Erwin Rommel,Ernst Busch,Wolfram Freiherr von Richthofen,Wilhelm List
medium,multiple,Where and when was the first cardboard box made for industrial use?,"England, 1817","United States, 1817","England, 1917","United States, 1917"
hard,multiple,Which naval battle was considered the turning point of the Pacific Ocean Theater during World War 2?,Battle of Midway,Attack on Truk Island,Attack on Pearl Harbor,Battle of the Coral Sea
medium,multiple,Which of the following snipers has the highest amount of confirmed kills?,Simo Häyhä,Chris Kyle,Vasily Zaytsev,Craig Harrison
medium,multiple,"Who famously coined the phrase ""I think, therefore I am""?",Descartes,Plato,Aristotle,Shakespeare
easy,multiple,In which country was the Statue of Liberty built and exported to the United States of America?,France,Germany,Spain,England
hard,multiple,The pantheon in Rome was used to worship what god?,Any god they wanted,Athena,Zeus,Both Athena and Zeus
easy,multiple,"In 1720, England was in massive debt and became involved in the South Sea Bubble. Who was the main mastermind behind it?",John Blunt,Daniel Defoe,Robert Harley,John Churchill
medium,multiple,Which Apollo mission was the last one in NASA's Apollo program?,Apollo 17,Apollo 13,Apollo 11,Apollo 15
hard,multiple,Which U.S. president was said to have been too honest to lie to his father about chopping down a cherry tree?,George Washington,Abraham Lincoln,Thomas Jefferson,James Monroe
medium,multiple,America's Strategic Defense System during the Cold War was nicknamed after this famous movie.,Star Wars,Jaws,Blade Runner,Alien
hard,multiple,"The main objective of the German operation ""Case Blue"" during World War II was originally to capture what?",Caucasus,Stalingrad,Crimea,Voronezh
easy,multiple,Who was the first president of the United States?,George Washington,James Madison,Thomas Jefferson,James K. Polk
medium,multiple,"In World War I, what was the name of the alliance of Germany, Austria-Hungary, the Ottoman Empire, and Bulgaria?",The Central Powers,The Axis Powers,The Federation of Empires,Authoritarian Alliance
hard,multiple,"In addition to his career as an astrologer and ""prophet"", Nostradamus published a 1555 treatise that included a section on what?",Making jams and jellies,Teaching parrots to talk,Cheating at card games,Digging graves
easy,estimate,In which year was Nelson Mandela released from prison,1990,1994,1992,1980
hard,multiple,"During World War I, which nation's monarchs were blood related?","England, Germany, Russia","France, Russia, Germany","Serbia, Russia, Croatia","Germany, Spain, Austria"
medium,multiple,Where was Abraham Lincoln when he was assassinated by John Wilkes Booth in 1865?,At the theatre,On a boat,On his horse,In bed
medium,boolean,The M41 Walker Bulldog remains in service in some countries to this day.,True,False,,
medium,multiple,Which of the following Assyrian kings did NOT rule during the Neo-Assyrian Empire?,Shamshi-Adad III,Shalmaneser V,Esharhaddon,Ashur-nasir-pal II
easy,multiple,"The RMS Titanic sunk during her maiden voyage from Southampton, England to which American city?",New York City,Boston ,Philadelphia,Washington
easy,multiple,How was Socrates executed?,Poison,Decapitation,Firing squad,Crucifixion 
hard,multiple,What was the name of the spy ring that helped the United States win the Revolutionary War?,Culper Ring,New York Spy Ring,Washington's Spies,Unnamed
hard,multiple,The Second Boer War in 1899 was fought where?,South Africa,Argentina,Nepal,Bulgaria
hard,multiple,What was the name of the German offensive operation in October 1941 to take Moscow before winter?,Operation Typhoon,Operation Sunflower,Operation Barbarossa,Case Blue
medium,multiple,The Panama Canal was finished under the administration of which U.S. president?,Woodrow Wilson,Franklin Delano Roosevelt,Herbert Hoover,Theodore Roosevelt
hard,estimate,What year was the first Pizza Hut restaurant opened?,1958,1976,1965,1942
medium,estimate,In which year was Constantinople conquered by the Turks?,1453,1435,1454,1440
hard,multiple,Which is the hull NO. of the Fletcher class destroyer Fletcher?,DD-445,DD-992,DD-444,DD-446
hard,multiple,The Bohemian Revolt (1618-1620) started after Protestants in Prague did what to their Catholic Lords Regents?,Threw them out of a window,Insulted their mothers,Locked them in stockades,Hung them.
easy,multiple,When is the Ides of March?,March 15,March 14,March 31,March 1
easy,boolean,Adolf Hitler was a german soldier in World War I.,True,False,,
easy,boolean,Former United States Presidents John Adams and Thomas Jefferson died within hours of each other.,True,False,,
easy,boolean,Vikings were the first Europeans to discover North America.,True,False,,
medium,multiple,The minigun was designed in 1960 by which manufacturer.,General Electric,Colt Firearms,Heckler & Koch,Sig Sauer
medium,multiple,"During the Mongolian invasions of Japan, what were the Mongol boats mostly stopped by?",Typhoons,Tornados,Economic depression,Samurai
hard,multiple,"What was the code name for the Allied invasion of Southern France on August 15th, 1944?",Operation Dragoon,Operation Overlord,Operation Market Garden,Operation Torch
easy,boolean,Adolf Hitler was tried at the Nuremberg trials.,False,True,,
easy,multiple,"Which modern country is known as ""The Graveyard of Empires""?",Afghanistan,China,Iraq,Russia
easy,multiple,"During WWII, in 1945, the United States dropped atomic bombs on the two Japanese cities of Hiroshima and what other city?",Nagasaki,Kawasaki,Tokyo,Kagoshima
hard,multiple,What was the first recorded object to ever reach space?,Bumper-WAC,American Manhole Cover,Sputnik I ,Sputnik II
hard,estimate,In what year did the Battle of Verdun take place?,1916,1917,1915,1918
medium,multiple,Which of these countries was NOT a part of the Soviet Union?,Afghanistan,Turkmenistan,Kazakhstan,Uzbekistan
medium,multiple,Which country gifted the Statue of Liberty to the United States of America?,France,Spain,England,Germany
easy,multiple,In which war did the atomic bombings of Hiroshima and Nagasaki occur?,World War II,World War I,Russo-Japanese War,First Sino-Japanese War
medium,estimate,How old was Lyndon B. Johnson when he assumed the role of President of the United States?,55,50,60,54
hard,multiple,Which day did World War I begin?,July 28,January 28,June 28,April 28
hard,estimate,The Battle of Hastings was fought in which year?,1066,911,1204,1420
hard,multiple,Which of the following was not one of Joseph Stalin's ten blows during World War II?,Vistula-Oder Offensive,Crimean Offensive,Leningrad-Novgorod Offensive,Operation Bagration
hard,estimate,When did Spanish Peninsular War start?,1808,1806,1810,1809
medium,estimate,In what year did Kentucky become the 15th state to join the union?,1792,1782,1798,1788
medium,multiple,What historical event was Tchaikovsky's 1812 Overture referencing?,The Napoleonic Wars,The American War of 1812,The Russian Revolution,The Charge of the Light Brigade (Crimean War)
medium,boolean,"In 1967, a magazine published a story about extracting hallucinogenic chemicals from bananas to raise moral questions about banning drugs.",True,False,,
medium,multiple,Which of the following ancient Near Eastern peoples still exists as a modern ethnic group?,Assyrians,Babylonians,Hittites,Elamites
medium,multiple,Who is attributed credit for recording the epic poem The Odyssey?,Homer,Aristotle,Odysseus,Socrates
medium,multiple," What Russian automatic gas-operated assault rifle was developed in the Soviet Union in 1947, and is still popularly used today?",AK-47,RPK,M16,MG 42
medium,multiple,What is the name of the US Navy spy ship which was attacked and captured by North Korean forces in 1968?,USS Pueblo,USS North Carolina,USS Constitution,USS Indianapolis
medium,multiple,What event marked the start of World War II?,Invasion of Poland (1939),Invasion of Russia (1942),Battle of Britain (1940),Invasion of Normandy (1944)
hard,multiple,"Who invented the ""Flying Shuttle"" in 1738; one of the key developments in the industrialization of weaving?",John Kay,James Hargreaves,Richard Arkwright,John Deere
medium,multiple,"Which British monarch was also known as ""William of Orange""?",William III,William I,William II,William IV
hard,multiple,Which of the following Physicists aided Nazi Germany in their production of a nuclear weapon?,Werner Heisenberg,John von Neumann,Albert Einstein,Max Planck
medium,multiple,Who was the first president born in the independent United States?,Martin Van Buren,John Adams,George Washington,James Monroe 
medium,multiple,When did Vesuvius destroy the city of Pompeii? ,79 AD,62 AD,31 BC,54 BC
medium,estimate,In which year did the First World War begin?,1914,1930,1917,1939
hard,multiple,"During the Wars of the Roses (1455 - 1487) which Englishman was dubbed ""the Kingmaker""?",Richard Neville,Richard III,Henry V,Thomas Warwick
medium,estimate,In what year did the First World War end?,1918,1914,1916,1912
medium,multiple,Which U.S. President was famously 'attacked' by a swimming rabbit?,Jimmy Carter,Ronald Reagan,Lydon B. Johnson,Gerald Ford
hard,boolean,"During the Winter War, the amount of Soviet Union soliders that died or went missing was five times more than Finland's.",True,False,,
medium,multiple,Which king was killed at the Battle of Bosworth Field in 1485? ,Richard III,Edward V,Henry VII,James I
medium,multiple,Who assassinated Archduke Franz Ferdinand?,Gavrilo Princip,Nedeljko Čabrinović,Oskar Potiorek,Ferdinand Cohen-Blind
hard,multiple,Who was the British Prime Minister at the outbreak of the Second World War in 1939?,Neville Chamberlain,Stanley Baldwin,Winston Churchill,Ramsay MacDonald
hard,multiple,List the following Iranic empires in chronological order:,"Median, Achaemenid, Parthian, Sassanid","Median, Achaemenid, Sassanid, Parthian","Achaemenid, Median, Parthian, Sassanid","Achaemenid, Median, Sassanid, Parthian"
medium,estimate,In what year did Neil Armstrong and Buzz Aldrin land on the moon?,1969,1965,1966,1973
easy,multiple,"Which famous world leader is famed for the saying, ""Let them eat cake"", yet is rumored that he/she never said it at all?",Marie Antoinette,Czar Nicholas II,Elizabeth I,Henry VIII
medium,estimate,In what year did William the Conqueror take control of England?,1066,1123,1205,901
hard,multiple,The son of which pope supposedly held a lecherous fête involving 50 courtesans in the papal palace?,Alexander VI,Innocent V,Urban II,Pius III
easy,multiple,"In 1939, Britain and France declared war on Germany after it invaded which country?",Poland,Czechoslovakia,Austria,Hungary
medium,boolean,Theodore Roosevelt Jr. was the only General involved in the initial assault on D-Day.,True,False,,
easy,boolean,The United States of America was the first country to launch a man into space.,False,True,,
medium,multiple,What was the bloodiest single-day battle during the American Civil War?,The Battle of Antietam,The Siege of Vicksburg,The Battle of Gettysburg,The Battles of Chancellorsville
hard,multiple,"During the Spanish Civil War (1936), Francisco Franco fought for which political faction?",Nationalist Spain,Republican Spain,Popular Front,Papal State
easy,multiple,Which one of these tanks was designed and operated by the United Kingdom?,Tog II,M4 Sherman,Tiger H1,T-34
hard,multiple,Which countries participated in the Lobster War?,France and Brazil,Canada and Norway,Australia and New Zealand,United States and England
medium,multiple,Who was the only US President to be elected four times?,Franklin Roosevelt,Theodore Roosevelt,George Washington,Abraham Lincoln
medium,estimate,In what year did the North American Video Game Crash occur?,1983,1982,1993,1970
easy,multiple,When did the Battle of the Somme begin?,"July 1st, 1916","August 1st, 1916","July 2nd, 1916","June 30th, 1916"
medium,multiple,Against which country did the Dutch Republic fight the Eighty Years' War?,Spain,France,England,Portugal
hard,boolean,The fork came to Italy before any other European country.,True,False,,
easy,multiple,Which game was the Game of the Year in 2018?,God of War,Detroit: Become Human,Red Dead Redemption 2,A Way Out
medium,multiple,The 15th century conflicts between the Houses of York and Lancaster are known as the Wars of the what?,Wars of the Roses,Wars of the Lillies,Wars of the Daffodils,Wars of the Tulips
medium,boolean,Martin Luther King Jr. and Anne Frank were born the same year. ,True,False,,
medium,estimate,In what year was the video game company Electronic Arts founded?,1982,1999,1981,2005
hard,multiple,Where was Napoleon Bonaparte born?,Corsica,Normandy,Brittany,Paris
hard,estimate,When was the Gregorian Calendar first adopted?,1582,1623,1501,1555
easy,multiple,What is the historical name of Sri Lanka?,Ceylon,Myanmar,Colombo,Badulla
medium,multiple,In which one of these cities did the Great Stink of 1858 occur?,London,Berlin,New York,Moscow
medium,multiple,Who was the first President of the People's Republic of China?,Mao Zedong,Liu Shaoqi,Dong Biwu,Li Xiannian
medium,multiple,Where was Portuguese explorer Ferdinand Magellan killed in 1521?,The Phillipines,Canary Islands,Guam,Argentina
medium,estimate,The Korean War started in what year?,1950,1945,1960,1912
medium,estimate,What year did the Boxing Day earthquake & tsunami occur in the Indian Ocean?,2004,2006,2008,2002
easy,multiple,Which of these countries remained neutral during World War II?,Switzerland,United Kingdom,France,Italy
easy,multiple,What was the official German currency until 2002?,Mark,Frank,Pound sterling,Reichtoken
easy,multiple,"In 1453, which important city fell?",Constantinople,Rome,Hamburg,Athens
medium,multiple,"During what war did the ""Cuban Missile Crisis"" occur?",Cold War,World War I,World War II,Revolutionary War
medium,multiple,Who was a military strategist in the Eastern Zhou period?,Sun Tzu,Lu Bu,Genghis Khan,Vlad The Impaler
medium,multiple,Which Nation did NOT have a Colony in modern-day North America?,Portugal,Spain,Sweden,Netherlands
medium,boolean,Brezhnev was the 5th leader of the USSR.,True,False,,
hard,multiple,The ontological argument for the proof of God's existence is first attributed to whom?,Anselm of Canterbury,René Descartes,Immanuel Kant,Aristotle
medium,multiple,"On which aircraft carrier did the Doolitte Raid launch from on April 18, 1942 during World War II?",USS Hornet,USS Enterprise,USS Lexington,USS Saratoga
hard,multiple,How long did the Warsaw Uprising during World War II last?,63 Days,20 Days,55 Days,224 Days
medium,multiple,Which dictator killed the most people?,Mao Zedong,Joseph Stalin,Adolf Hitler,Kim Il Sung
easy,estimate,When did the Byzantine Empire collapse?,1453,1299,1353,1498
medium,multiple,Which Roman Emperor led the Roman Empire to reach its maximum territorial extent?,Trajan,Julius Caesar,Claudius,Constantine the Great
hard,multiple,Which of the following physicists did NOT work on the Manhattan project?,Murray Gell-Mann,Richard Feynman,J. Robert Oppenheimer,John Von-Neumann
medium,multiple,Which of his six wives was Henry VIII married to the longest?,Catherine of Aragon,Anne Boleyn,Jane Seymour,Catherine Parr
medium,multiple,Who was the last Roman emperor in the Year of Four Emperors (69 AD)?,Vespasian,Vitellius,Otho,Galba
