Difficulty,Type,Question,Correct Answer,Wrong 1,Wrong 2,Wrong 3
easy,multiple,"In DuckTales, what is the name of the city where all the main characters live?",Duckburg,Duckwing,Tailspin,Wingford
medium,multiple,Which of following is rude and dishonorable by Klingon standards?,Taking his D'k tahg,Insulting and laughing at him at the dinner table,Reaching over and taking his meal,Punching him and taking his ship station position
easy,multiple,"In Game of Thrones, what is Littlefinger's real name?",Petyr Baelish,Podrick Payne,Lancel Lannister,Torrhen Karstark
medium,multiple,"Out of the 3 Tots in Tots TV, who speaks French in the UK Version and Spanish in the US Version?",Tilly,Tom,Tiny,None of the Above
medium,multiple,"In ""The Simpsons"", what is the real name of ""Comic Book Guy""?",Jeff Albertson,Comic Book Guy,Edward Stone,Jack Richardson
easy,multiple,"What is the name of the planet that the Doctor from television series ""Doctor Who"" comes from?",Gallifrey,Sontar,Skaro,Mondas
hard,multiple,"In ""Star Trek"", who was the founder of the Klingon Empire and its philosophy?",Kahless the Unforgettable,Lady Lukara of the Great Hall,Molor the Unforgiving,Dahar Master Kor
hard,multiple,"Which of these voices wasn't a choice for the House AI in ""The Simpsons Treehouse of Horror"" short, House of Whacks?",George Clooney,Matthew Perry,Dennis Miller,Pierce Brosnan
hard,multiple,What was the name of the inflatable duck sacrified to the crowd at the end of Episode 34 of the 18th season of Big Brother?,Pablo,Esteban,Carlos,Duckster
medium,multiple,Which of these television shows makes everyone look under their chair?,Oprah,Jimmy Fallon,Saturday Night Live,Larry Rubert
medium,multiple,What is the name of the main antagonists in Battlestar Galactica?,The Cylons,The Collective,The Federation,The Rebels
hard,multiple,What was the callsign of Commander William Adama in Battlestar Galactica (2004)?,Husker,Starbuck,Apollo,Crashdown
hard,multiple,"In ""Donkey Kong Country"", why does Donkey Kong want to know the secret of the crystal coconut?",He's the big kahuna.,To find out where all the bananas are.,Because Diddy Kong forced him.,He wants to punish brutes.
medium,multiple,Who was the first Big Brother US winner to win with a perfect game?,Dan Gheesling,Ian Terry,Jordan Lloyd,Rachael Reilly
hard,multiple,"What was the UK ""Who Wants to be a Millionaire?"" cheating scandal known as?",Major Fraud,Ingram Cheater,Coughing Major,Millionaire Crime
medium,estimate,How long was Ken Jennings' win streak on Jeopardy?,74,88,49,62
easy,multiple,"What is the name of Chris's brother in ""Everybody Hates Chris""?",Drew,Jerome,Greg,Joe
easy,multiple,"What is the real name of the famous spanish humorist, El Risitas?",Juan Joya Borga,Gabriel Garcia Marquez,Jesus Quintero,Ernesto Guevara
easy,multiple,"In Game of Thrones, what continent lies across the Narrow Sea from Westeros?",Essos,Easteros,Westereast,Esuntos
easy,multiple,"British actor David Morrissey stars as which role in ""The Walking Dead""?",The Governor,Negan,Rick Grimes,Daryl Dixon
medium,multiple,"Which track by ""Massive Attack"" is used for the theme of ""House""? ",Teardrop,Protection,Angel,Black Milk
easy,multiple,"In the Star Trek universe, what color is Vulcan blood?",Green,Blue,Red,Purple
medium,multiple,What is the surname of the character Daryl in AMC's show The Walking Dead?,Dixon,Grimes,Dickinson,Dicketson
easy,multiple,"On the show ""Rick and Morty"", in episode ""Total Rickall"", who was a parasite?",Pencilvester,Beth Smith,Summer Smith,Mr. Poopy Butthole
easy,multiple,"Which actor portrays ""Walter White"" in the series ""Breaking Bad""?", Bryan Cranston,Andrew Lincoln,Aaron Paul,RJ Mitte
easy,multiple,"In Star Trek: The Next Generation, what is the name of Data's cat?",Spot,Mittens,Tom,Kitty
medium,multiple,Which British writer wrote for both Doctor Who and Sherlock?,Steven Moffatt,Phil Ford,Russell T Davies,Toby Whithouse
hard,multiple,What is the Klingon's afterlife called?,Sto-vo-kor,Valhalla,Karon'gahk,New Jersey
medium,estimate,"How many seasons did the TV show ""Donkey Kong Country"" last?",2,1,4,5
easy,multiple,"The HBO series ""Game of Thrones"" is based on which series of books?",A Song of Ice and Fire,The Wheel of Time,Harry Potter,The Notebook
hard,multiple,"Who was the winner of ""Big Brother"" Season 10?",Dan Gheesling,Bryce Kranyik,Ryan Sutfin,Chris Mundorf
medium,multiple,"In the original Doctor Who series (1963), fourth doctor Tom Baker's scarf was how long?",7 Meters,10 Meters,2 Meters,5 Meters
easy,multiple,"In the cartoon 'SpongeBob SquarePants', what did the acronym E.V.I.L stand for?",Every Villain Is Lemons,Every Villain Is Lemonade,Every Villain Is Limes,Each Villain Is Lemonade
easy,multiple,"In the TV show 'M*A*S*H', what was the nickname of Corporal Walter O'Reilly?",Radar,Hawkeye,Hot Lips,Trapper
medium,boolean,"In ""Star Trek"", Klingons respect William Shakespeare, they even suspect him having a Klingon lineage.",True,False,,
medium,estimate,"The first half-hour CGI cartoon, ReBoot, aired on which year?",1994,1993,1998,1999
easy,multiple,"In AMC's TV Series ""The Walking Dead"" what are ""Zombies"" referred to as?",Walkers,Creepers,Maggots,Hell Pigs
medium,multiple,"At which university do ""The Big Bang Theory"" characters Mr. Wolowitz and Drs. Cooper, Hofstadter and Koothrappali work?",Caltech,UCLA,MIT,UC Berkeley 
medium,multiple,"Who co-founded the YouTube Let's Play channel ""Game Grumps"" alongside Newgrounds animator Egoraptor?",JonTron,Pewdiepie,Tobuscus,Markiplier
hard,multiple,"In 2008, British celebrity chef Gordon Ramsay believes he almost died after suffering what accident in Iceland while filming?","Slipping off a cliff, and nearly drowning in icy water",Crash landing when arriving at Keflavík airport,A minor car accident in a snowstorm,Being served under-cooked chicken at his hotel
medium,multiple,"What is the title of The Allman Brothers Band instrumental used as the theme to the BBC motoring show, 'Top Gear'?",Jessica,Angela,Erica,Sandra
medium,multiple,Who was the original voice actor of Shaggy Rogers in Scooby-Doo?,Casey Kasem,Dante Basco,Billy West,Frank Welker
medium,multiple,Which character does voice actress Tara Strong NOT voice?,Bubbles (2016),Twilight Sparkle,Timmy Turner,Harley Quinn
medium,multiple,"In the television show ""Lazy Town"", who is the actor of Robbie Rotten?",Stefán Stefánsson,Adam Sandler,Magnús Scheving,Stephen Carl
medium,estimate,"In which year did the British television series ""The Bill"" end?",2010,2001,2007,2012
easy,multiple,"In the show, Doctor Who, what does T.A.R.D.I.S stand for?",Time And Relative Dimensions In Space,Time And Resting Dimensions In Space,Time And Relative Dimensions In Style,Toilet Aid Rope Dog Is Soup
easy,multiple,"Which show is known for the songs ""You are a Pirate"", ""Cooking by the Book"" and ""We Are Number One""?",LazyTown,Sofia the First,DuckTales,Tom and Jerry
easy,multiple,Which of these Disney shows is classified as an anime?,Stitch!,Cory in the House,The Emperor's New School,Hannah Montana
easy,multiple,Grant Gustin plays which superhero on the CW show of the same name?,The Flash,The Arrow,Black Canary,Daredevil
hard,estimate,"In season one of the US Kitchen Nightmares, Gordan Ramsay tried to save 10 different restaurants. How many ended up closing afterwards?",9,6,3,0
easy,multiple,In which state of America was the Fresh Prince of Bel-Air born and raised in?,Pennsylvania,Florida,California,New Jersey
easy,boolean,"In Battlestar Galactica (2004), Cylons were created by man as cybernetic workers and soldiers.",True,False,,
medium,boolean,"Klingons once had a period of Democracy in their history, they referred to it as the ""Dark Times"".",True,False,,
hard,multiple,"What is the name of the pirate that sings the intro to ""Spongebob Squarepants""?",Painty,Patchy,Lloyd,Larry
medium,estimate,"""The A Team"" first aired in the USA and in the UK in what year?",1983,1981,1985,1987
medium,multiple,"In the Black Mirror episode ""Bandersnatch"", PAC-MAN stands for:",Program And Control Man,Postgraduate Aplications Centre Man,Political Action Committee Man,Physics & Astronomy Classification Man
medium,multiple,"From what show is the character ""James Doakes""? ",Dexter,Marvel's Daredevil,Boardwalk Empire,The Walking Dead
hard,boolean,The Klingon home planet is Qo'noS.,True,False,,
medium,multiple,"In the Netflix show, Stranger Things, what song would Will sing to himself as he was missing?",Should I Stay or Should I Go?,Love Will Tear Us Apart,This Charming Man,Africa
medium,multiple,"In ""Spongebob Squarepants,"" what is Mr. Krabs' full name?",Eugene H. Krabs,Eugene G. Krabs,Eugene J. Krabs,Eugene D. Krabs
easy,estimate,"How many seasons did ""Stargate SG-1"" have?",10,3,7,12
hard,multiple,"Which former Coronation Street actress was once a hostess on the British Game Show ""Double Your Money""?",Amanda Barrie,Sue Nicholls,Violet Carson,Jean Alexander
medium,multiple,"What is the setting of the show ""Parks and Recreation""?","Pawnee, Indiana","Eagleton, Indiana","Pasadena, California","London, England"
hard,multiple,Which of these Nickelodeon game shows aired first?,Double Dare,Nick Arcade,Finders Keepers,Nickelodeon Guts
hard,multiple,"Which PBS station was the first station to air ""Monty Python's Flying Circus"" (1969-1974) in the United States?",KERA (Dallas-Fort Worth),KLCS (Los Angeles),WETA (Washington D.C.),WNET (New York City)
easy,multiple,"In ""Rick And Morty"", who shot ""Mr. Poopybutthole"" in the episode ""Total Rickall""?",Beth,Rick,Jerry,Morty
medium,multiple,"In the show ""The Office"" who does Michael Scott eventually end up with?",Holly Flax,Angela Martin,Jan Levinson,Pam Beesly
hard,multiple,"Which race enjoys a glass of warm baghol in ""Star Trek""?",Klingon,Vulcan,Human,Botha
medium,multiple,Which actor was not a major character in TV Show Freaks and Geeks?,Jonah Hill,Jason Segel,Seth Rogen,James Franco
easy,multiple,"The ""Psycho"" series of videos on YouTube was created by which of the following?",RiDGiD STUDiOS,Dan Bell,Billy Familia,VeganGainz
medium,boolean,"In the TV series Red Dwarf, Kryten's full name is Kryten 2X4B-523P.",True,False,,
medium,multiple,"The 1985 Toyota Corolla ""AE86"" was the hero car for what anime? ",Initial D,Wangan Midnight,Ghost MF,Ex Driver
medium,multiple,"The fictional movie 'Rochelle, Rochelle' features in which sitcom?",Seinfeld,Frasier,Cheers,Friends
easy,multiple,Guy's Grocery Games is hosted by which presenter?,Guy Fieri,Guy Martin,Guy Ritchie,Ainsley Harriott
easy,boolean,"In the Season 1 SpongeBob Squarepants episode, ""Help Wanted,"" the song ""Living in the Sunlight"" by Tiny Tim can be heard.",True,False,,
medium,multiple,Which boxing personality was one of the presenters in the 1999 revival of It's a Knockout?,Frank Bruno,Henry Cooper,Muhammad Ali,Joe Fraiser
medium,multiple,"Who was the star of the TV series ""24""?",Kiefer Sutherland,Kevin Bacon,Hugh Laurie,Rob Lowe
easy,estimate,"How many seasons did the Sci-Fi television show ""Stargate Universe"" have?",2,10,5,3
hard,multiple,"In ""Star Trek"", what sauce is commonly used by Klingons on bregit lung?",Grapok sauce,Gazorpazorp pudding,Sweet chili sauce,Grapork sauce
medium,multiple,"In Battlestar Galactica (2004), what is the name of the President of the Twelve Colonies?",Laura Roslin,William Adama,Tricia Helfer,Harry Stills
medium,multiple,Who was Firestorm's rival during the original run of UK Robot Wars?,Panic Attack,Razer,Chaos 2,Hypno Disc
medium,multiple,"Which of the following was not an actor/actress on the American television show ""Saturday Night Live"" in Season 42?",Tina Fey,Mikey Day,Kate McKinnon,Sasheer Zamata
hard,multiple,"Prior to working at Wizards of the Coast, ""Mark Rosewater"" was a writer for which show?",Roseanne,Boy Meets World,The X-Files,NYPD Blue
easy,multiple,What NBC sitcom once saw two of its characters try to pitch NBC on a sitcom about nothing?,Seinfeld,Frasier,Becker,Friends
medium,multiple,Alan Reed is known for providing the voice of which character?,Fred Flintstone,Bugs Bunny,Fangface,G.I. Joe
easy,multiple,Who won the 10th season of Big Brother in the United States?,Dan Gheesling,Adam Jasinski,Hayden Moss,Dick Donato
hard,multiple,"Which country does the YouTuber ""SinowBeats"" originate from?",Scotland,England,Sweden,Germany
easy,multiple,What was the name of the teenage witch played by Melisa Joan Hart who lives with her witch aunts Hilda and Zelda?,Sabrina,Hermione,Dorothy,Dahlia
medium,multiple,"In the comedy series ""Trailer Park Boys"", which of the following characters takes care of stray cats?",Bubbles,Ricky,Julian,Randy
medium,multiple,"What is Meg's full name in ""Family Guy""?",Megatron Griffin,Who-Cares Griffin,Neil Griffin,Megan Griffin
medium,boolean,"In ""Star Trek: The Next Generation"", Data is the only android in existence.",False,True,,
medium,multiple,Which of the following Autobot names in Michael Bay's movies was NOT a name for a Transformer in the original 1980's cartoon?,Mudflap,Skids,Sideswipe,Ratchet
hard,multiple,"In ""It's Always Sunny in Philadelphia"" what was the name of Frank's wrestling persona?",The Trash Man,Bird of War,Day Man,The Maniac
medium,boolean,"An episode of ""The Simpsons"" is dedicated to Moe Szyslak's bar rag.",True,False,,
medium,multiple,What was Nickelodeon's original name?,Pinwheel,MTVKids,KidsTV,Splat!
hard,multiple,"The theme for the popular science fiction series ""Doctor Who"" was composed by who?",Ron Grainer,Murray Gold,Delia Derbyshire,Peter Howell
medium,multiple,"What was the name of Ross' pet monkey on ""Friends""?",Marcel,Jojo,George,Champ
medium,multiple,Baron Silas Greenback is the arch nemesis of which cartoon hero?,Danger Mouse,Bananaman,SuperTed,Captain Star
easy,multiple,"What TV show featured older women named Blanche, Rose, Dorothy and Sophia?",The Golden Girls,Cheers,The Wonder Years,Family Ties
medium,boolean,"Like his character in ""Parks and Recreation"", Aziz Ansari was born in South Carolina.",True,False,,
hard,multiple,"In ""Star Trek"", what is the Klingon delicacy of ""gagh"" made from?",Serpent worms,Earthworms,Spaghetti noodles,Klingworms
easy,boolean,"In ""Doctor Who"", the Doctor gets his TARDIS by stealing it.",True,False,,
medium,multiple,This composer worked on the 2003 TV series Battlestar Galatica.,Bear McCreary,Ramin Djawadi,Jeremy Soule,Harry Gregson-Williams
easy,multiple,Who is the star of the AMC series Breaking Bad?,Walter White,Saul Goodman,Jesse Pinkman,Skyler White
hard,multiple,Which of these in the Star Trek series is NOT Klingon food?,Hors d'oeuvre,Racht,Gagh,Bloodwine
easy,multiple,"Which company has exclusive rights to air episodes of the ""The Grand Tour""?",Amazon,Netflix,BBC,CCTV
easy,multiple,"In the show Stranger Things, what is Eleven's favorite breakfast food?",Eggo Waffles,Toast,Captain Crunch,Bacon and Eggs
medium,multiple,"Which of the following figures did NOT have a cameo on ""The Drew Carey Show"" (1995-2004)?",Bill Cosby,Donald Trump,"""Weird Al"" Yankovic",Daffy Duck
medium,multiple,"In ""Breaking Bad,"" which main character was planned to be killed in Season 1 but wasn't because the show creator liked the actor?",Jesse Pinkman,Saul Goodman,Gus Fring,Hank Schrader
easy,multiple,"In ""Star Trek: Voyager"", which episode did Voyager establish real-time communication with Starfleet Headquarters?",Pathfinder,Message In A Bottle,Someone To Watch Over Me,Counterpoint
easy,multiple,"In the TV show ""Cheers"", Sam Malone was a former relief pitcher for which baseball team?",Boston Red Sox,New York Mets,Baltimore Orioles,Milwaukee Brewers
easy,multiple,Which Star Trek race advances itself through assimilation?,Borg,Vulcan,Betazoid,Klingon
medium,multiple,What is the name of the race horse that Tony Soprano becomes attached to?,Pie-O-My,Man o' war,Bada Bing,Honest Earnings
medium,boolean,The White Ranger was the leader of the Power Rangers.,True,False,,
easy,multiple,"On the NBC show Community, whose catch-phrase was ""Pop! Pop!""?",Magnitude,Star Burns,Leonard,Senoir Chang
medium,boolean,"In ""Star Trek"", Klingons are commonly referred to as ""Black Elves"".",False,True,,
easy,multiple,"Who was the first ever actor to play ""The Doctor"" on ""Doctor Who""?",William Hartnell,David Tennant,Peter Capaldi,Tom Baker
medium,estimate,"In what year did ""The Big Bang Theory"" debut on CBS?",2007,2008,2006,2009
medium,multiple,"In ""The Big Bang Theory"", what is Howard Wolowitz's nickname in World of Warcraft?",Wolowizard,Sheldor,Rajesh,Priya
easy,multiple,"What was the name of the police officer in the cartoon ""Top Cat""?",Dibble,Barbrady,Mahoney,Murphy
medium,boolean,"The author behind the acclaimed novel ""Leaving Las Vegas"" also wrote an episode of Rugrats.",True,False,,
medium,multiple,"What breed of dog is ""Scooby Doo""?",Great Dane,Pit bull,Boxer,Doberman Pinscher
medium,boolean,"Klingons respect their disabled comrades, and those who are old, injuried, and helpless.",False,True,,
medium,boolean,"The show ""Gilligan's Island"" was cancelled because of low ratings.",False,True,,
easy,boolean,"In ""Star Trek"", Klingons are aliens.",True,False,,
easy,multiple,"When Donkey Kong died in the ""Donkey Kong Country"" episode ""It's a Wonderful Life"", who was his guardian angel?",Eddie the Mean Old Yeti,Kiddy Kong,Diddy Kong,King K. Rool
medium,multiple,When did Spongebob Squarepants first air?,"May 1, 1999","July 20, 2000","February 6, 2003","June 27, 1997"
medium,multiple,"In the Sci-Fi television show Doctor Who, who plays the Tenth Doctor?",David Tennant,William Hartnell,Peter Capaldi,Peter Davison
easy,multiple,"In the original Star Trek TV series, what was Captain James T. Kirk's middle name?",Tiberius,Trevor,Travis,Tyrone
medium,multiple,In Game of Thrones what is the name of Jon Snow's sword?,Longclaw,Oathkeeper,Widow's Wail,Needle
medium,multiple,"Which movie served as the KTMA pilot episode for the show ""Mystery Science Theater 3000""?",The Green Slime,The Robot Vs. The Aztec Mummy,The Crawling Eye,Plan 9 From Outer Space
easy,multiple,"In which British seaside town was the BBC sitcom ""Fawlty Towers"" set?",Torquay,Blackpool,Bournemouth,Great Yarmouth
easy,multiple,"In the television show Breaking Bad, what is the street name of Walter and Jesse's notorious product?",Blue Sky,Baby Blue,Rock Candy,Pure Glass
easy,multiple,Who won Big Brother 2014 UK?,Helen Wood,Christopher Hall,Pauline Bennett,"Pavandeep ""Pav"" Paul"
medium,multiple,"In the episode of SpongeBob SquarePants, ""Survival of the Idiots"", Spongebob called Patrick which nickname?",Pinhead,Starfish,Larry,Dirty Dan
easy,multiple,"Who is the main character in the show ""Burn Notice""?",Michael Westen,Sam Axe,Fiona Glenanne,Madeline Westen
easy,multiple,What was the name of the the first episode of Doctor Who to air in 1963?,An Unearthly Child,The Daleks,The Aztecs,The Edge of Destruction
easy,multiple,"Who played Agent Fox Mulder in the TV sci-fi drama ""The X-Files""?",David Duchovny,Gillian Anderson,Robert Patrick,Mitch Pileggi
medium,multiple,"What actor portrays Hogan ""Wash"" Washburne in the TV Show Firefly?",Alan Tudyk,Adam Baldwin,Nathan Fillion,Sean Maher
medium,multiple,On the NBC show Community what was Star Burns' real name?,Alex,Todd,Neal,Grimus
medium,multiple,"What is the name of the ""Flash"" and ""Arrow"" spinoff featuring a team of characters that have appeared on both shows?",Legends of Tomorrow,Heroes of Tomorrow,The Justice Society of America,The Justice Society
easy,multiple,Which of these Bojack Horseman characters is a human?,Todd Chavez,Lennie Turtletaub,Princess Carolyn,Tom Jumbo-Grumbo
hard,multiple,"In the TV Show ""Donkey Kong Country"", which episode did the song ""Eddie, Let Me Go Back To My Home"" play in?",It's a Wonderful Life,Message In A Bottle Show,To The Moon Baboon,Ape-Nesia
medium,multiple,"In ""Star Trek"", what is the Klingon death ritual?",Look into sky and yell loudly in mourning.,Kiss the jagged forehead before burial.,Shoot into space in a torpedo casing.,Split the deceased's earnings between bloodkin.
easy,multiple,Which of the following awards do Matt Stone and Trey Parker NOT have?,Oscar,Emmy,Tony,Grammy
hard,multiple,"In the show 'Doctor Who', what is the name of the time-capsule model stolen by 'the Doctor'?","TT Type 40, Mark 3 (TARDIS)","TT Type 1, Mark 3 (TARDIS)","TT Type 40, Mark 5 (TARDIS)","TT Type 1, Mark 5 (TARDIS)"
easy,boolean,Klingons express emotion in art through opera and poetry.,True,False,,
easy,multiple,"What is the name of the main character in ""The Flash"" TV series?",Barry Allen,Oliver Queen,Bart Allen,Bruce Wayne
medium,estimate,"In the Doctor Who universe, how many times can a time lord normally regenerate?",12,11,13,15
hard,multiple,Which actor from The Young Ones also played Lord Flashheart in one episode of Blackadder II?,Rik Mayall,Adrian Edmondson,Nigel Planer,Christopher Ryan
medium,multiple,"Pat Cashman, the announcer for Super Smash Brothers: Brawl, also featured prominently in what famous TV show?",Bill Nye the Science Guy,The Muppet Show,Scooby-Doo,Seinfeld
medium,boolean,"In AMC's ""The Walking Dead,"" the characters Rick, Carl, Daryl, Morgan, Carol and Maggie were introduced in Season 1.",False,True,,
medium,multiple,What does Bart sell his soul for in The Simpsons episode 'Bart Sells His Soul'?,$5,A Copy of Bonestorm 2,$100,A Giant Gobstopper
medium,multiple,"Dee from ""It's Always Sunny in Philadelphia"" has dated all of the following guys EXCEPT","Matthew ""Rickety Cricket"" Mara",Colin the Thief,Ben the Soldier,Kevin Gallagher aka Lil' Kevin
medium,multiple,"What episode of ""Mr. Bean"" saw him trying to prevent people from seeing him naked?",Mr. Bean in Room 426,Mr. Bean Goes to Town,The Trouble with Mr. Bean,Back to School Mr. Bean
easy,multiple,"Who played the Waitress in the Spam sketch of ""Monty Python's Flying Circus""?",Terry Jones,Eric Idle,Graham Chapman,John Cleese
medium,multiple,Who was the winner of the 2016 WWE Royal Rumble?,Triple H,Roman Reigns,AJ Styles,Dean Ambrose
medium,multiple,Who sang the theme song for the TV show 'Rawhide'?,Frankie Laine,Guy Mitchell, Tennessee Ernie Ford,Slim Whitman
easy,multiple,What Nickelodeon game show featured a house on the set that the contestants would ransack to find hidden objects?,Finders Keepers,Double Dare,Nickelodeon Guts,Nick Arcade
medium,boolean,Bob Ross was a US Air Force pilot.,False,True,,
easy,boolean,"In ""Star Trek"", Klaang is a typical Klingon male.",True,False,,
medium,estimate,What year was Netflix founded?,1997,1999,2004,2001
easy,multiple,"In Supernatural, what's is Sam's brothers name?",Dean,Dave,Steve,Mike
easy,multiple,"In the show ""Tengen Toppa Gurren Lagann"" what is the name of the character who force everyone to live underground?",Lordgenome,Kingloname,Lord Genome,King Loname
medium,multiple,Who composed the theme song for The Simpsons?,Danny Elfman,John Williams,Hans Zimmer,Ennio Morricone
easy,multiple,"Which of these characters in ""Stranger Things"" has the power of Telekinesis?",Eleven,Mike,Lucas,Karen
medium,estimate,What year did the television company BBC officially launch the channel BBC One?,1936,1948,1932,1955
medium,multiple,Who plays the character of Dennis Reynolds on It's Always Sunny in Philadelphia?,Glenn Howerton,Rob McElhenney,Charlie Day,Danny DeVito
