Difficulty,Type,Question,Correct Answer,Wrong 1,Wrong 2,Wrong 3
hard,multiple,Who is the original author of the realtime physics engine called PhysX?,NovodeX,Ageia,Nvidia,AMD
easy,multiple,If you were to code software in this language you'd only be able to type 0's and 1's.,Binary,JavaScript,C++,Python
hard,multiple,Which of the following is NOT a computer science algorithm?,Float Sort,Bubble Sort,Merge Sort,Quick Sort
easy,boolean,"The Python programming language gets its name from the British comedy group ""Monty Python.""",True,False,,
medium,multiple,Which of the following is a personal computer made by the Japanese company Fujitsu?,FM-7,PC-9801,Xmillennium ,MSX
medium,multiple,What is the name of the default theme that is installed with Windows XP?,Luna,Neptune,Whistler,Bliss
medium,multiple,Unix Time is defined as the number of seconds that have elapsed since when?,"Midnight, January 1, 1970","Midnight, July 4, 1976",Midnight on the creator of Unix's birthday,"Midnight, July 4, 1980"
medium,multiple,Which of the following languages is used as a scripting language in the Unity 3D game engine?,C#,Java,C++,Objective-C
easy,multiple,How long is an IPv6 address?,128 bits,32 bits,64 bits,128 bytes
easy,boolean,The first IBM PC was released in 1981.,True,False,,
medium,multiple,All of the following programs are classified as raster graphics editors EXCEPT:,Inkscape,Paint.NET,GIMP,Adobe Photoshop
medium,boolean,The first computer bug was formed by faulty wires.,False,True,,
medium,multiple,Which of these programming languages is a low-level language?,Assembly,Python,C#,Pascal
medium,estimate,How many bytes are in a single Kibibyte?,1024,2400,1000,1240
medium,estimate,How many bits make up the significand portion of a single precision floating point number?,23,8,53,15
easy,boolean,Pointers were not used in the original C programming language; they were added later on in C++.,False,True,,
hard,multiple,"Released in 2001, the first edition of Apple's Mac OS X operating system (version 10.0) was given what animal code name?",Cheetah,Puma,Tiger,Leopard
medium,boolean,"""Windows NT"" is a monolithic kernel.",False,True,,
medium,multiple,Moore's law originally stated that the number of transistors on a microprocessor chip would double every...,Year,Four Years,Two Years,Eight Years
medium,multiple,"In programming, what do you call functions with the same name but different implementations?",Overloading,Overriding,Abstracting,Inheriting
easy,multiple,The Windows OS was delevoped by which company?,Microsoft,Apple,Nokia,IBM
medium,multiple,What was the first commerically available computer processor?,Intel 4004,Intel 486SX,TMS 1000,AMD AM386
easy,multiple,"Which company was established on April 1st, 1976 by Steve Jobs, Steve Wozniak and Ronald Wayne?",Apple,Microsoft,Atari,Commodore
medium,multiple,.at is the top-level domain for what country?,Austria,Argentina,Australia,Angola
easy,boolean,Linux was first created as an alternative to Windows XP.,False,True,,
hard,multiple,America Online (AOL) started out as which of these online service providers?,Quantum Link,CompuServe,Prodigy,GEnie
easy,multiple,What does the term USB stand for?,Universal Serial Bus,Universal Simtex Blot,Unified Signal Bus,Unityped Semtex Backer
medium,multiple,"In HTML, which non-standard tag used to be be used to make elements scroll across the viewport?",<marquee></marquee>,<scroll></scroll>,<move></move>,<slide></slide>
hard,multiple,What vulnerability ranked #1 on the OWASP Top 10 in 2013?,Injection ,Broken Authentication,Cross-Site Scripting,Insecure Direct Object References
easy,multiple,Which computer language would you associate Django framework with?,Python,C#,C++,Java
easy,multiple,The C programming language was created by this American computer scientist. ,Dennis Ritchie,Tim Berners Lee,al-Khwārizmī,Willis Ware
easy,multiple,"What does the ""MP"" stand for in MP3?",Moving Picture,Music Player,Multi Pass,Micro Point
hard,multiple,Which of these Cherry MX mechanical keyboard switches is both tactile and clicky?,Cherry MX Blue,Cherry MX Black,Cherry MX Red,Cherry MX Brown
easy,multiple,"On a standard American QWERTY keyboard, what symbol will you enter if you hold the shift key and press 1?",Exclamation Mark,Dollar Sign,Percent Sign,Asterisk
medium,multiple,The teapot often seen in many 3D modeling applications is called what?,Utah Teapot,Pixar Teapot,3D Teapot,Tennessee Teapot
hard,multiple,"The acronym ""RIP"" stands for which of these?",Routing Information Protocol,Runtime Instance Processes,Regular Interval Processes,Routine Inspection Protocol
medium,estimate,"When did the online streaming service ""Mixer"" launch?",2016,2013,2009,2011
easy,multiple,What language does Node.js use?,JavaScript,Java,Java Source,Joomla Source Code
easy,multiple,Color model CMYK stands for?,"Cyan, Magenta, Yellow, and Black","Cream, Maroon, Yellow, and Black","Cyan, Magenta, Yellow, and Khaki","Cream, Maroon, Yellow, and Khaki"
medium,boolean,All program codes have to be compiled into an executable file in order to be run. This file can then be executed on any machine.,False,True,,
medium,multiple,Which operating system was released first?,Mac OS,Windows,Linux,OS/2
medium,multiple,What did the name of the Tor Anonymity Network orignially stand for?,The Onion Router,The Only Router,The Orange Router,The Ominous Router
medium,multiple,What is largely considered the precursor to the USB format?,PS/2,SVGA,PCIe,FireWire
hard,multiple,"What was the first company to use the term ""Golden Master""?",Apple,IBM,Microsoft,Google
hard,multiple,What type of sound chip does the Super Nintendo Entertainment System (SNES) have?,ADPCM Sampler,FM Synthesizer,Programmable Sound Generator (PSG),PCM Sampler
medium,multiple,Which of these is the name for the failed key escrow device introduced by the National Security Agency in 1993?,Clipper Chip,Enigma Machine,Skipjack,Nautilus
hard,multiple,What is the codename of the eighth generation Intel Core micro-architecture launched in October 2017?,Coffee Lake,Sandy Bridge,Skylake,Broadwell
hard,multiple,What internet protocol was documented in RFC 1459?,IRC,HTTP,HTTPS,FTP
medium,boolean,"To bypass US Munitions Export Laws, the creator of the PGP published all the source code in book form. ",True,False,,
medium,multiple,Whistler was the codename of this Microsoft Operating System.,Windows XP,Windows 2000,Windows 7,Windows 95
medium,multiple,Which internet company began life as an online bookstore called 'Cadabra'?,Amazon,eBay,Overstock,Shopify
easy,boolean,The Windows 7 operating system has six main editions.,True,False,,
medium,multiple,What does the 'S' in the RSA encryption algorithm stand for?,Shamir,Secure,Schottky,Stable
hard,multiple,What was the name of the first Bulgarian personal computer?,IMKO-1,Pravetz 82,Pravetz 8D,IZOT 1030
hard,multiple,What major programming language does Unreal Engine 4 use?,C++,Assembly,C#,ECMAScript
easy,multiple,This mobile OS held the largest market share in 2012.,iOS,Android,BlackBerry,Symbian
medium,boolean,"A Boolean value of ""0"" represents which of these words?",False,True,,
easy,multiple,"In web design, what does CSS stand for?",Cascading Style Sheet,Counter Strike: Source,Corrective Style Sheet,Computer Style Sheet
easy,estimate,"According to the International System of Units, how many bytes are in a kilobyte of RAM?",1000,512,1024,500
easy,multiple,"In any programming language, what is the most common way to iterate through an array?",'For' loops,'If' Statements,'Do-while' loops,'While' loops
easy,boolean,JavaScript derives from a later version of Java,False,True,,
hard,estimate,What is the maximum value of a 32-bit signed binary integer?,"2,147,483,647",255,2048,"9,223,372,036,854,775,807"
hard,multiple,Which of these is not a layer in the OSI model for data communications?,Connection Layer,Application Layer,Transport Layer,Physical Layer
easy,estimate,How many kilobytes in one gigabyte (in decimal)?,1000000,1024,1000,1048576
easy,estimate,What amount of bits commonly equals one byte?,8,1,2,64
medium,boolean,The open source program Redis is a relational database server.,False,True,,
medium,multiple,What is the correct term for the metal object in between the CPU and the CPU fan within a computer system?,Heat Sink,CPU Vent,Temperature Decipator,Heat Vent
medium,multiple,What does AD stand for in relation to Windows Operating Systems? ,Active Directory,Alternative Drive,Automated Database,Active Department
easy,estimate,"On Twitter, what was the original character limit for a Tweet?",140,120,160,100
medium,multiple,"In CSS, which of these values CANNOT be used with the ""position"" property?",center,static,absolute,relative
easy,boolean,"In most programming languages, the operator ++ is equivalent to the statement ""+= 1"".",True,False,,
easy,boolean,Ada Lovelace is often considered the first computer programmer.,True,False,,
medium,estimate,What is the number of keys on a standard Windows Keyboard?,104,64,94,76
easy,multiple,HTML is what type of language?,Markup Language,Macro Language,Programming Language,Scripting Language
easy,multiple,The series of the Intel HD graphics generation succeeding that of the 5000 and 6000 series (Broadwell) is called:,HD Graphics 500,HD Graphics 700 ,HD Graphics 600,HD Graphics 7000
hard,multiple,Which of these is not a key value of Agile software development?,Comprehensive documentation,Individuals and interactions,Customer collaboration,Responding to change
easy,boolean,The logo for Snapchat is a Bell.,False,True,,
easy,boolean,The Windows ME operating system was released in the year 2000.,True,False,,
medium,multiple,"What is known as ""the brain"" of the Computer?",Central Processing Unit,Motherboard,Graphics Processing Unit,Keyboard
easy,multiple,What programming language was GitHub written in?,Ruby,JavaScript,Python,Lua
easy,multiple,"In networking, what does OSPF stand for?",Open Shortest Path First,Order State Part First,Order Sense Ping Find,Open Signal Path Finder
hard,multiple,Which kind of algorithm is Ron Rivest not famous for creating?,Secret sharing scheme,Hashing algorithm,Asymmetric encryption,Stream cipher
medium,multiple,How fast is USB 3.1 Gen 2 theoretically?,10 Gb/s,5 Gb/s,8 Gb/s,1 Gb/s
easy,multiple,What is the domain name for the country Tuvalu?,.tv,.tu,.tt,.tl
hard,multiple,What was the name of the security vulnerability found in Bash in 2014?,Shellshock,Heartbleed,Bashbug,Stagefright
hard,multiple,"Australia, Japan, and Southeast Asia are in which ITU Region?",Region 3,Region 1,Region 2,Region 4
medium,multiple,"What does the term MIME stand for, in regards to computing?",Multipurpose Internet Mail Extensions,Mail Internet Mail Exchange,Multipurpose Interleave Mail Exchange,Mail Interleave Method Exchange
hard,multiple,Which of the following computer components can be built using only NAND gates?,ALU,CPU,RAM,Register
hard,multiple,What does the International System of Quantities refer 1024 bytes as?,Kibibyte,Kylobyte,Kilobyte,Kelobyte
hard,multiple,Who is the founder of Palantir?,Peter Thiel,Mark Zuckerberg,Marc Benioff,Jack Dorsey
easy,estimate,How many values can a single byte represent?,256,8,1,1024
easy,multiple,How many bits are commonly in a single byte?,Eight bits,Six bits,Twelve bits, Fifteen bits
medium,multiple,In the server hosting industry IaaS stands for...,Infrastructure as a Service,Internet as a Service,Internet and a Server,Infrastructure as a Server
easy,estimate,"In computing, how many bits are in a nibble?",4,16,32,2
medium,multiple,What does the term GPU stand for?,Graphics Processing Unit,Gaming Processor Unit,Graphite Producing Unit,Graphical Proprietary Unit
medium,boolean,AMD created the first consumer 64-bit processor.,True,False,,
easy,multiple,"When Gmail first launched, how much storage did it provide for your email?",1GB,512MB,5GB,Unlimited
medium,multiple,Linus Torvalds created which of these?,Linux,Microsoft Windows,Python,Wikipedia
medium,boolean,The ARM computer chip was originally developed by Acorn Computers.,True,False,,
easy,multiple,What is the name of Layer 7 of the OSI model?,Application,Session,Network,Present
hard,multiple,Which of the following physical typologies are used with Ethernet Networks?,Star,Ring,Mesh,Hex
hard,estimate,What port does HTTP run on?,80,53,443,23
medium,boolean,The 'Raspberry Pi' series of single-board computers were created in the United States.,False,True,,
medium,multiple,What was the name given to Android 4.3?,Jelly Bean,Lollipop,Nutella,Froyo
hard,multiple,CMOS is tech used for constructing integrated circuits. What does CMOS stand for?,Complementary metal–oxide–semiconductor,Complementary magnetic-ohms-semiconductor,Computer-made operating system,Computer-made oscillating static
medium,multiple,The name of technology company HP stands for what?,Hewlett-Packard,Howard Packmann,Husker-Pollosk,Hellman-Pohl
medium,boolean,"The very first recorded computer ""bug"" was a moth found inside a Harvard Mark II computer.",True,False,,
hard,multiple,Which of these names was an actual codename for a cancelled Microsoft project?,Neptune,Enceladus,Pollux,Saturn
hard,boolean,DHCP stands for Dynamic Host Configuration Port.,False,True,,
easy,multiple,"In computing, what does LAN stand for?",Local Area Network,Long Antenna Node,Light Access Node,Land Address Navigation
medium,boolean,The HTML5 standard was published in 2014.,True,False,,
medium,multiple,Which coding language was the #1 programming language in terms of usage on GitHub in 2015?,JavaScript,C#,Python,PHP
medium,multiple,Which one of these is not an official development name for a Ubuntu release?,Mystic Mansion,Trusty Tahr,Utopic Unicorn,Wily Werewolf
medium,multiple,On which day did the World Wide Web go online?,"December 20, 1990","December 17, 1996","November 12, 1990","November 24, 1995"
easy,boolean,"The programming language ""Python"" is based off a modified version of ""JavaScript"".",False,True,,
hard,multiple,Which of these was the name of a bug found in April 2014 in the publicly available OpenSSL cryptography library?,Heartbleed,Shellshock,Corrupted Blood,Shellscript
easy,multiple,What is the code name for the mobile operating system Android 7.0?,Nougat,Ice Cream Sandwich,Jelly Bean,Marshmallow
easy,multiple,What does CPU stand for?,Central Processing Unit,Central Process Unit,Computer Personal Unit,Central Processor Unit
medium,multiple,"Generally, which component of a computer draws the most power?",Video Card,Hard Drive,Processor,Power Supply
easy,boolean,"""HTML"" stands for Hypertext Markup Language.",True,False,,
medium,multiple,"In programming, the ternary operator is mostly defined with what symbol(s)?",?:,??,if then,?
easy,multiple,The numbering system with a radix of 16 is more commonly referred to as ,Hexidecimal,Binary,Duodecimal,Octal
easy,multiple,What does SSD stand for?,Solid State Drive,Solution Source Disk,Solid State Disk,Source Solution Drive
medium,multiple,Laserjet and inkjet printers are both examples of what type of printer?,Non-impact printer,Impact printer,Daisywheel printer,Dot matrix printer
easy,multiple,"In computing, what does MIDI stand for?",Musical Instrument Digital Interface,Musical Interface of Digital Instruments,Modular Interface of Digital Instruments,Musical Instrument Data Interface
easy,multiple,What kind of memory is used on memory cache?,SRAM,DRAM,ROM,Flash
hard,multiple,The Harvard architecture for micro-controllers added which additional bus?,Instruction,Address,Data,Control
medium,multiple,"The computer OEM manufacturer Clevo, known for its Sager notebook line, is based in which country?",Taiwan,United States,Germany,China (People's Republic of)
easy,multiple,What is the commonly used keyboard shortcut for the 'Copy' function on Windows OS?,Ctrl + C,Ctrl + X,Alt + C,Alt + X
easy,boolean,A Mac is not a PC,False,True,,
hard,multiple,The internet domain .fm is the country-code top-level domain for which Pacific Ocean island nation?,Micronesia,Fiji,Tuvalu,Marshall Islands
easy,multiple,"In the programming language Java, which of these keywords would you put on a variable to make sure it doesn't get modified?",Final,Static,Private,Public
hard,boolean,The T-Mobile Sidekick smartphone is a re-branded version of the Danger Hiptop.,True,False,,
easy,boolean,"The name of the programming language AWK is abbreviated from the names of the developers – Aho, Weinberger, and Kernighan.",True,False,,
medium,multiple,What five letter word is the motto of the IBM Computer company?,Think,Click,Logic,Pixel
hard,multiple,Which RAID array type is associated with data mirroring?,RAID 1,RAID 0,RAID 10,RAID 5
easy,boolean,RAM stands for Random Access Memory.,True,False,,
medium,boolean,It's not possible to format a write-protected DVD-R Hard Disk.,True,False,,
medium,boolean,The last Windows operating system to be based on the Windows 9x kernel was Windows 98.,False,True,,
medium,multiple,"While Apple was formed in California, in which western state was Microsoft founded?",New Mexico,Washington,Colorado,Arizona
hard,multiple,Dutch computer scientist Mark Overmars is known for creating which game development engine?,Game Maker,Stencyl,Construct,Torque 2D
medium,multiple,On which computer hardware device is the BIOS chip located?,Motherboard,Hard Disk Drive,Central Processing Unit,Graphics Processing Unit
easy,multiple,What is the most preferred image format used for logos in the Wikimedia database?,.svg,.png,.jpeg,.gif
hard,multiple,What is the name given to layer 4 of the Open Systems Interconnection (ISO) model?,Transport,Session,Data link,Network
medium,boolean,Early RAM was directly seated onto the motherboard and could not be easily removed.,True,False,,
